,x-box,y-box,width,high ,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx,letter_a
384,10,15,9,8,4,7,9,4,5,3,5,10,6,10,2,7,0
385,5,7,5,5,3,6,7,6,8,12,8,12,2,10,4,7,0
386,6,9,5,4,3,10,4,4,7,11,3,10,3,7,7,11,0
387,7,10,9,8,7,7,7,8,6,7,5,6,4,8,4,8,0
388,6,9,8,8,8,7,7,2,4,7,3,9,7,4,9,10,0
389,8,12,8,7,4,5,10,4,5,14,8,6,2,9,3,7,0
390,2,3,3,2,1,6,8,2,8,11,8,8,1,8,4,7,0
391,4,8,6,6,8,9,7,5,6,7,5,6,5,6,8,7,0
392,4,4,5,5,1,7,7,4,4,7,6,8,3,8,4,8,0
393,1,0,2,1,0,7,7,6,7,7,6,13,0,8,4,10,0
394,5,9,7,7,3,9,5,4,6,15,4,10,1,6,0,7,0
395,5,7,7,5,5,7,6,6,7,8,7,6,3,9,8,7,0
396,5,9,5,7,5,5,7,9,7,6,5,5,2,8,3,8,0
397,7,10,7,5,5,7,6,3,5,8,4,9,6,8,6,7,0
398,2,1,2,1,1,7,7,3,11,8,6,8,0,8,6,8,0
399,2,3,4,4,1,8,14,1,6,6,11,8,0,8,0,8,0
400,5,9,5,7,2,4,7,9,2,7,6,12,3,8,3,11,0
401,5,11,7,8,5,7,6,7,8,7,4,12,2,9,6,8,0
402,11,15,10,8,9,9,8,3,6,10,4,6,8,3,9,7,0
403,8,11,11,9,7,6,8,1,8,10,8,9,3,8,4,6,0
404,6,9,8,7,6,10,6,3,7,11,4,7,4,7,4,9,0
405,2,5,4,4,1,6,11,3,4,8,11,8,2,10,1,8,0
406,2,11,0,8,1,7,7,5,3,7,6,8,0,8,0,8,0
407,2,5,4,4,2,7,8,2,10,11,6,8,1,8,6,7,0
408,2,3,3,2,1,7,6,5,4,6,6,9,2,9,4,9,0
409,3,5,4,8,1,13,2,9,5,14,3,12,0,6,0,8,0
410,2,5,4,4,2,7,12,2,3,7,11,8,2,10,1,8,0
411,8,15,8,8,5,5,8,5,4,8,7,6,6,12,3,8,0
412,6,12,5,9,4,10,7,2,4,12,4,6,2,9,7,9,0
413,3,6,4,4,1,6,7,6,10,7,6,13,1,8,4,9,0
414,2,3,3,1,1,4,8,5,6,11,10,8,3,10,1,6,0
415,2,6,4,4,2,12,2,4,3,12,2,10,2,6,3,9,1
416,3,10,5,7,1,10,10,3,2,5,13,8,2,11,0,8,0
417,3,7,5,5,3,7,11,1,8,7,11,8,1,10,1,8,0
418,5,8,7,6,6,8,7,2,4,9,5,7,7,6,2,8,0
419,5,8,5,6,3,4,11,2,3,8,10,7,3,12,1,7,0
420,4,8,5,6,3,6,8,4,6,10,9,8,2,9,5,4,0
421,5,6,6,8,4,7,7,12,2,7,9,8,9,6,0,8,0
422,3,8,6,5,1,10,10,3,2,5,13,8,2,11,0,8,0
423,9,9,6,12,6,6,9,4,2,12,7,7,3,8,13,6,0
424,3,8,4,6,3,8,6,12,1,5,9,8,7,6,0,8,0
425,3,7,4,5,4,7,5,10,0,7,8,8,6,5,0,8,0
426,3,8,3,6,2,13,3,5,4,13,2,10,0,7,0,8,0
427,7,13,7,7,4,8,7,2,6,10,7,9,6,11,4,8,0
428,3,3,4,4,3,7,7,6,5,7,6,6,2,8,6,10,0
429,4,10,6,8,7,7,7,5,4,7,5,7,4,6,9,14,0
430,5,8,7,6,4,5,10,3,10,11,9,6,1,9,6,5,0
431,4,8,4,6,3,1,13,4,4,12,10,6,0,8,1,6,0
432,1,1,2,1,1,7,8,5,3,7,7,7,4,8,1,6,0
433,7,10,10,8,5,7,14,5,3,13,4,0,0,10,4,7,0
434,4,3,5,5,2,6,7,6,10,7,6,13,1,8,4,9,0
435,4,8,6,6,3,9,5,3,10,11,4,9,1,7,6,9,0
436,2,3,4,2,1,8,7,2,6,10,6,8,1,9,5,8,0
437,4,6,7,4,4,9,11,2,3,5,9,8,7,11,1,8,0
438,2,3,4,2,2,7,9,4,4,11,4,4,1,9,3,8,0
439,4,8,4,6,1,0,0,6,6,0,1,4,0,8,0,8,0
440,3,4,4,6,2,8,5,14,5,7,13,8,3,9,0,8,0
441,3,10,4,7,1,13,2,9,4,14,4,12,1,6,0,8,0
442,2,4,3,6,1,12,2,9,4,13,6,13,1,6,0,8,0
443,3,5,3,3,2,8,7,5,10,6,6,7,2,8,7,8,0
444,4,2,5,4,4,8,6,6,4,7,7,8,8,6,3,6,0
445,7,13,6,7,4,8,4,5,5,7,9,8,4,8,3,8,0
446,1,3,2,2,1,9,7,2,6,14,5,8,0,7,0,8,0
447,5,9,5,7,7,6,7,8,5,7,6,7,2,8,7,9,0
448,7,11,9,8,7,10,6,4,7,10,3,7,2,8,6,12,0
449,8,14,8,8,4,9,4,4,7,11,4,10,3,7,8,11,0
450,3,4,5,3,2,7,9,2,5,10,6,6,5,9,1,7,0
451,3,7,4,5,3,9,7,5,7,10,4,5,3,8,3,8,0
452,1,0,1,0,0,7,7,6,4,7,6,7,1,8,5,9,0
453,4,6,6,4,4,7,8,2,7,11,7,9,3,8,4,9,0
454,3,3,5,2,2,6,8,3,8,11,8,9,2,9,4,7,0
455,6,11,8,8,5,7,9,2,5,9,6,7,5,9,1,8,0
456,2,4,4,6,1,7,14,0,6,8,11,8,0,8,0,8,0
457,3,3,5,4,1,9,9,3,1,5,13,8,2,10,0,8,0
458,7,9,7,10,8,8,8,6,2,7,7,11,4,10,8,6,0
459,9,15,8,8,5,5,5,4,4,7,8,10,7,5,3,9,0
460,3,3,4,4,2,7,10,14,2,7,3,8,3,8,0,8,0
461,2,10,3,8,1,14,3,7,5,14,1,10,0,7,0,8,0
462,1,4,3,3,2,10,6,3,5,10,3,6,2,8,2,9,0
463,2,4,2,2,1,6,7,5,5,9,7,10,2,8,4,9,0
464,5,9,7,8,9,7,7,5,4,7,6,8,7,9,7,8,0
465,2,2,3,3,2,7,9,5,7,7,9,9,3,9,1,8,0
466,7,11,9,8,7,5,9,5,7,6,9,10,3,9,1,8,0
467,3,3,4,4,2,7,7,3,14,9,6,8,0,8,8,8,0
468,2,3,3,1,1,7,7,5,5,9,6,10,2,9,4,10,0
469,4,11,5,8,4,7,4,1,7,8,2,10,1,6,3,8,0
470,4,6,5,4,4,9,7,3,6,10,4,6,3,8,2,8,0
471,3,10,5,7,5,9,8,3,3,8,4,6,4,8,6,5,0
472,3,6,5,4,5,7,6,3,4,6,6,8,7,7,6,9,0
473,3,9,5,7,3,12,3,4,3,11,1,9,2,6,3,9,1
474,3,4,4,7,1,0,1,6,6,0,0,6,0,8,0,8,0
475,4,9,6,7,5,8,5,3,5,6,7,8,3,9,9,9,0
476,5,9,5,5,3,11,5,3,6,9,4,7,3,9,6,11,0
477,3,8,3,6,2,2,12,4,3,12,10,6,0,8,2,7,0
478,2,3,4,2,2,7,10,2,2,6,9,8,5,11,0,7,0
479,6,9,9,6,6,5,7,1,7,10,8,10,3,8,4,7,0
480,4,9,4,6,4,4,12,7,1,10,6,4,1,10,3,8,0
481,6,9,5,5,2,8,11,4,5,7,10,5,4,10,2,6,0
482,7,15,6,8,3,10,2,3,5,13,4,12,2,8,5,10,0
483,3,8,5,5,1,6,6,3,1,6,0,8,2,6,1,7,1
484,3,3,3,4,3,6,7,9,6,7,6,7,2,8,8,10,0
485,6,9,5,5,2,8,4,4,5,9,2,8,3,6,5,8,0
486,6,11,4,6,2,10,6,5,5,12,3,6,3,8,5,10,0
487,1,0,1,0,1,7,8,6,4,7,6,7,1,8,6,9,0
488,4,8,6,6,5,4,10,1,2,10,8,7,5,10,2,4,0
489,3,4,4,5,3,7,8,4,5,7,8,7,2,9,8,9,0
490,5,8,7,6,7,7,6,5,5,7,7,10,11,6,2,8,0
491,2,1,3,2,2,5,7,4,7,7,6,11,3,8,4,9,0
492,2,3,2,2,1,6,8,6,7,8,7,12,1,9,3,10,0
493,4,7,6,5,4,9,8,3,7,10,4,7,3,8,3,9,0
494,3,2,4,4,3,8,7,7,5,7,6,7,2,8,9,8,0
495,4,5,5,7,4,7,7,10,7,7,6,8,2,8,9,9,0
496,2,3,2,1,1,8,7,6,4,9,6,8,2,8,3,8,0
497,9,11,12,8,8,4,6,4,5,10,11,11,11,6,4,8,0
498,1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,0
499,7,9,10,8,11,6,6,6,5,5,5,8,11,11,9,12,0
500,4,6,4,4,1,8,5,12,5,7,15,8,3,9,0,8,0
501,4,5,5,4,2,4,11,2,7,11,10,6,1,11,2,5,0
502,3,9,6,7,3,11,2,3,3,10,2,9,2,6,3,8,1
503,2,3,4,2,2,7,10,3,4,12,4,3,1,10,2,8,0
504,4,7,6,5,5,7,8,5,5,9,6,6,3,7,6,7,0
505,4,7,5,5,3,8,6,8,5,10,6,9,3,8,3,8,0
506,5,7,5,5,2,3,10,3,7,11,12,7,2,11,3,5,0
507,4,5,6,5,4,8,9,4,5,7,6,9,3,8,8,7,0
508,3,9,4,6,3,5,10,9,3,7,4,8,3,7,6,11,0
509,6,8,9,6,5,10,8,3,6,10,2,4,5,9,1,7,0
510,3,7,3,5,4,6,7,7,5,7,6,7,2,8,7,10,0
511,9,15,8,8,4,9,3,4,7,11,4,10,3,8,8,11,0
512,6,11,8,8,6,9,7,6,7,7,6,8,6,8,4,7,0
513,2,4,3,3,1,11,6,2,7,11,3,7,0,7,1,8,0
514,4,4,5,6,3,7,8,4,1,7,8,8,8,10,0,8,0
515,5,11,6,8,2,3,11,3,8,13,11,5,0,10,2,4,0
516,4,9,5,7,3,4,11,3,7,11,10,6,1,10,3,5,0
517,4,9,6,6,2,7,4,3,2,7,1,8,3,7,3,8,1
518,1,0,2,0,0,7,7,4,4,7,6,8,2,8,3,8,0
519,5,10,7,8,5,7,8,2,9,12,7,8,1,9,6,7,0
520,3,7,4,4,2,7,9,14,2,7,3,8,3,8,0,8,0
521,6,11,9,8,8,7,6,1,6,10,5,9,7,7,6,9,0
522,4,7,5,8,5,8,8,4,5,7,6,8,3,8,9,8,0
523,2,4,4,3,2,6,9,2,4,10,7,7,5,8,1,8,0
524,5,9,7,7,7,7,5,6,2,7,7,8,7,7,6,12,0
525,4,6,5,4,2,6,8,7,9,9,10,8,3,9,1,8,0
526,2,6,4,4,1,9,10,3,2,5,13,8,2,11,0,8,0
527,4,7,4,9,4,7,7,6,3,8,9,10,3,8,6,8,0
528,3,3,4,2,1,4,12,4,3,11,11,6,2,11,1,8,0
529,6,13,6,7,5,11,5,4,6,10,4,7,5,9,6,10,0
530,3,8,4,6,2,7,9,4,2,8,12,8,2,10,0,8,0
531,4,8,5,6,3,5,12,8,4,8,3,9,3,7,6,11,0
532,1,0,1,1,0,2,2,5,5,1,1,6,0,8,0,8,0
533,4,10,7,8,3,8,12,3,4,5,11,8,3,10,1,8,0
534,5,10,7,8,5,6,10,2,6,13,7,5,1,10,2,7,0
535,5,8,7,7,8,7,8,5,5,8,6,8,7,8,9,6,0
536,3,4,4,5,2,6,10,9,4,7,4,8,3,7,5,10,0
537,3,6,4,4,3,9,6,6,5,8,6,7,2,8,4,6,0
538,3,7,5,5,1,7,8,4,2,7,14,8,3,10,0,8,0
539,9,9,8,13,5,9,10,2,4,5,11,5,4,10,7,8,0
540,8,9,11,7,8,10,6,2,5,9,4,7,8,7,2,8,0
541,3,2,4,3,2,7,7,3,9,6,6,8,2,8,6,8,0
542,3,9,4,7,2,7,7,6,8,5,6,7,0,8,9,7,0
543,2,3,4,2,2,8,7,1,6,10,5,8,3,8,2,8,0
544,3,7,5,5,3,6,11,1,7,8,11,9,1,11,1,8,0
545,3,4,6,3,3,7,8,3,6,10,6,8,3,8,3,7,0
546,4,9,4,7,2,0,2,4,6,1,0,8,0,8,0,8,0
547,3,8,4,6,2,10,6,2,8,12,3,7,0,6,2,6,0
548,2,1,2,1,1,5,7,8,7,6,6,6,2,8,3,8,0
549,2,1,3,2,2,8,7,5,5,7,6,6,2,8,5,9,0
550,6,9,9,7,5,10,8,3,6,10,2,4,5,9,1,7,0
551,6,10,9,8,11,6,7,4,4,6,6,9,8,9,9,7,0
552,13,15,13,8,7,3,8,6,6,4,2,13,9,11,2,8,0
553,3,6,4,4,2,7,7,4,14,9,6,8,0,8,8,8,0
554,6,9,8,7,9,6,7,4,5,7,6,8,6,9,7,5,0
555,5,11,6,8,2,3,7,8,2,7,6,11,4,8,2,11,0
556,5,9,8,7,7,7,12,2,2,6,8,8,7,12,1,8,0
557,3,6,4,4,2,7,10,4,4,12,5,3,1,10,3,8,0
558,3,8,4,6,4,6,7,5,8,7,5,10,3,8,5,9,0
559,7,12,5,6,4,8,7,4,4,11,5,9,3,9,8,11,0
560,3,3,4,4,1,10,13,3,3,3,11,9,0,10,0,8,0
561,3,10,4,7,3,11,5,2,6,11,2,7,0,7,1,7,0
562,3,7,4,5,2,4,5,2,10,3,1,8,0,7,2,5,0
563,2,5,1,3,1,7,7,1,7,7,6,8,0,8,3,8,0
564,1,4,2,3,1,7,7,0,7,13,6,8,0,8,1,8,0
565,6,10,7,6,4,13,2,4,3,12,1,9,5,5,1,9,0
566,2,5,4,3,2,7,12,2,2,7,11,9,2,10,1,8,0
567,7,10,9,8,6,7,10,4,4,12,5,3,1,10,3,8,0
568,5,10,7,8,7,7,7,6,7,7,6,8,6,8,4,8,0
569,9,13,7,8,5,8,6,5,5,9,5,9,6,6,7,11,0
570,4,9,6,7,5,8,7,3,5,6,7,6,4,11,10,8,0
571,2,5,3,7,6,8,7,4,1,7,6,7,5,8,4,8,0
572,4,10,5,7,3,7,9,4,2,7,13,8,2,10,0,8,0
573,3,6,3,4,3,8,7,11,1,6,6,8,5,9,0,6,0
574,3,1,4,3,2,8,7,7,5,7,6,8,2,8,3,8,0
575,6,11,7,8,5,5,7,6,6,9,8,10,2,8,5,9,0
576,4,5,5,4,2,5,12,3,7,11,10,4,1,11,1,5,0
577,8,12,7,6,6,6,7,3,5,7,5,9,6,9,6,6,0
578,4,3,5,5,3,8,8,4,1,6,8,8,8,9,0,8,0
579,6,9,6,5,3,7,5,5,5,7,8,8,5,7,2,8,0
580,6,12,6,6,4,8,3,3,4,12,8,12,3,10,5,11,0
581,7,12,7,6,3,10,4,5,4,13,5,8,2,9,2,7,0
582,4,9,5,11,7,9,8,8,2,5,7,10,3,8,6,10,0
583,3,1,4,3,3,7,6,6,4,6,7,7,8,6,2,7,0
584,2,2,3,3,2,5,10,4,5,10,9,5,1,10,3,6,0
585,5,8,5,6,2,2,11,5,4,12,12,8,2,10,1,8,0
586,5,7,5,5,2,3,11,4,3,10,12,8,2,10,1,8,0
587,4,8,4,6,3,1,13,4,3,12,10,7,0,8,1,6,0
588,4,11,6,8,6,6,6,6,5,7,7,10,8,5,2,9,0
589,3,8,4,6,2,7,7,0,6,13,6,8,0,8,1,8,0
590,3,7,3,4,2,4,12,8,2,10,6,4,1,10,4,8,0
591,4,2,5,3,2,6,8,5,8,7,10,9,3,9,1,8,0
592,3,4,3,3,3,7,7,5,5,7,6,6,2,8,6,9,0
593,4,10,6,9,6,8,7,8,5,6,4,8,3,8,4,7,0
594,5,8,5,6,4,7,8,13,1,7,5,8,3,8,0,8,0
595,3,8,4,5,1,7,7,4,4,7,6,8,3,8,4,8,0
596,4,7,6,5,6,9,7,5,5,6,7,5,8,6,2,6,0
597,3,7,4,5,1,7,7,3,7,15,6,10,0,7,1,7,0
598,6,12,5,7,3,7,10,6,4,9,9,5,5,12,3,8,0
599,2,3,2,2,2,7,7,5,5,6,6,5,2,8,6,8,0
600,5,8,5,6,3,4,13,4,6,12,10,4,1,11,1,5,0
601,8,10,9,8,5,4,7,6,8,10,10,9,3,9,2,5,0
602,4,7,6,5,4,7,8,5,6,10,6,4,3,8,4,8,0
603,4,9,6,7,2,7,12,1,3,7,11,8,0,10,0,8,0
604,2,1,2,2,1,8,7,7,4,7,6,8,2,8,3,8,0
605,2,0,2,1,1,7,6,7,5,7,6,8,2,8,3,8,0
606,4,4,4,6,2,4,7,8,1,7,6,11,3,8,2,11,0
607,8,11,8,6,5,9,8,4,5,6,9,6,11,8,3,6,0
608,5,11,7,8,4,8,3,2,3,7,1,8,2,7,3,7,1
609,8,12,6,6,4,5,9,6,4,9,8,9,5,10,5,8,0
610,5,9,6,8,7,9,7,5,6,7,6,7,6,8,10,12,0
611,5,7,5,5,3,6,11,3,7,11,9,5,2,12,3,4,0
612,2,7,3,5,3,8,8,7,5,7,5,6,2,8,8,8,0
613,3,4,5,3,2,7,7,1,8,10,6,8,2,8,3,7,0
614,2,9,4,6,1,5,14,1,6,9,11,7,0,8,0,8,0
615,5,9,6,7,5,6,6,8,5,7,6,10,5,8,7,3,0
616,5,6,5,4,3,5,9,1,7,9,10,6,2,11,3,5,0
617,3,3,4,2,1,4,12,3,3,10,11,7,2,11,1,7,0
618,2,4,4,3,2,9,7,4,6,10,4,6,2,8,3,8,0
619,5,10,8,8,7,7,8,7,7,7,5,9,3,8,3,8,0
620,4,8,6,6,8,9,7,4,4,6,7,7,7,10,7,6,0
621,5,11,6,8,3,7,8,4,8,11,7,7,2,8,5,6,0
622,2,2,3,3,2,8,7,7,4,7,6,8,2,8,3,8,0
623,6,11,7,9,3,7,8,9,8,7,7,6,3,8,4,8,0
624,2,6,2,4,1,12,2,9,3,13,5,13,1,6,0,8,0
625,3,4,4,6,6,8,9,4,0,8,7,7,5,9,5,7,0
626,3,7,5,5,5,8,6,5,1,7,6,8,7,8,3,8,0
627,3,7,4,5,2,7,7,0,7,13,6,8,0,8,1,7,0
628,4,9,6,6,6,7,7,3,8,8,6,9,1,8,11,7,0
629,3,6,5,4,7,9,7,4,2,7,6,8,8,11,1,6,0
630,2,4,3,5,1,1,13,4,4,12,11,7,0,8,2,6,0
631,5,7,8,5,6,8,7,3,6,10,6,8,3,8,3,8,0
632,2,4,3,3,2,9,6,3,5,10,4,6,2,8,2,8,0
633,2,1,2,2,1,7,7,8,5,6,6,7,2,8,7,10,0
634,0,0,1,0,0,4,7,5,3,7,6,10,3,8,2,11,0
635,4,10,6,8,3,5,11,1,9,9,12,8,0,10,1,7,0
636,3,8,3,6,2,7,7,13,2,5,6,8,5,8,0,8,0
637,2,6,2,4,1,1,11,3,6,11,11,9,0,8,1,6,0
638,3,8,5,5,2,7,4,3,1,7,1,8,3,7,2,8,1
639,8,11,7,8,5,4,11,1,3,8,10,8,5,12,1,7,0
640,9,13,7,7,3,4,13,3,5,13,7,3,2,7,5,4,0
641,2,1,3,1,0,7,10,3,1,7,13,8,1,11,0,8,0
642,4,7,6,5,4,9,8,3,6,10,3,6,3,6,4,10,0
643,5,9,5,11,7,8,7,6,2,8,7,10,3,8,5,8,0
644,6,9,9,7,6,10,5,3,5,9,3,6,8,6,2,9,0
645,3,5,3,3,2,4,10,3,5,10,8,4,0,10,3,7,0
646,3,7,4,5,3,6,7,4,7,6,6,9,3,8,5,9,0
647,6,6,8,9,8,10,12,6,4,6,7,6,5,10,7,4,0
648,4,6,6,6,5,6,7,4,7,6,4,7,3,7,5,6,0
649,4,3,5,5,3,6,9,10,5,7,5,8,2,8,5,10,0
650,4,7,6,5,5,10,7,3,6,10,4,6,2,8,4,10,0
651,4,8,6,6,4,6,7,7,7,8,9,8,3,10,5,9,0
652,6,10,8,8,4,7,7,4,2,7,8,8,9,9,0,8,0
653,5,9,7,7,8,7,9,5,5,8,5,7,7,6,8,12,0
654,10,15,9,8,5,8,4,5,4,9,4,5,4,7,5,8,0
655,3,7,3,5,2,4,12,8,2,10,6,4,1,10,3,8,0
656,1,0,1,1,0,6,7,6,8,7,6,14,0,8,4,10,0
657,5,11,7,8,4,10,6,4,8,11,3,8,2,8,5,11,0
658,5,9,6,7,4,7,4,5,4,14,8,14,1,6,1,6,0
659,5,11,8,8,6,7,11,7,3,10,5,3,3,11,4,8,0
660,3,2,4,4,2,7,7,3,9,6,6,8,2,8,6,8,0
661,8,13,8,8,5,9,3,3,3,11,6,11,4,8,7,9,0
662,4,5,4,8,4,6,8,10,7,7,5,7,2,8,9,10,0
663,3,5,6,4,3,8,7,2,8,11,5,8,2,8,5,10,0
664,3,4,4,6,2,7,9,15,2,7,4,8,3,8,0,8,0
665,3,4,4,3,2,6,11,3,7,11,9,4,2,11,3,4,0
666,2,1,2,1,1,5,11,8,2,9,6,4,1,9,3,8,0
667,2,3,4,2,2,6,8,2,6,10,8,8,1,8,5,6,0
668,1,0,2,1,1,7,7,11,1,5,6,8,4,8,0,8,0
669,5,4,5,6,3,4,12,9,3,10,6,4,1,10,4,8,0
670,3,5,5,4,3,9,7,5,7,9,4,5,3,8,3,8,0
671,2,7,3,4,1,6,14,0,6,8,11,8,0,8,0,8,0
672,2,4,4,2,2,9,7,3,5,11,5,7,2,7,4,9,0
673,3,7,5,5,2,7,10,2,2,7,12,8,1,11,0,8,0
674,3,11,4,8,2,15,3,4,5,13,0,8,0,7,0,8,0
675,3,9,6,7,4,11,3,2,2,9,2,9,3,4,3,8,1
676,3,7,5,5,2,11,6,2,7,14,3,8,0,8,0,8,0
677,2,3,3,4,1,9,10,5,9,5,6,5,0,7,8,7,0
678,4,8,4,6,2,3,7,6,11,7,6,15,0,8,7,7,0
679,0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8,0
680,5,9,7,6,7,8,8,6,7,7,6,9,6,8,4,7,0
681,4,5,5,8,2,7,6,8,8,6,5,10,2,8,6,11,0
682,2,2,3,3,2,7,8,5,9,6,6,9,1,9,7,8,0
683,4,6,6,4,3,9,10,1,7,3,11,8,1,11,1,9,0
684,3,7,4,5,5,7,5,4,4,6,5,8,4,8,5,7,0
685,4,8,6,6,7,8,8,7,6,7,5,6,2,7,7,10,0
686,4,9,6,7,4,10,3,2,2,8,2,10,4,4,3,8,1
687,6,10,6,6,5,10,6,3,5,9,5,8,6,8,7,9,0
688,6,10,8,8,7,9,6,6,5,6,7,6,8,6,2,6,0
689,4,9,4,6,2,5,10,9,4,9,6,5,2,10,4,8,0
690,5,11,8,8,6,4,11,2,3,8,9,9,9,11,2,7,0
691,2,4,4,2,1,6,8,2,7,11,7,8,1,8,4,6,0
692,3,10,4,8,1,13,2,9,4,14,5,13,1,6,0,8,0
693,8,14,9,8,5,7,7,2,4,12,4,8,6,8,0,7,0
694,0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8,0
695,5,8,7,11,11,8,9,4,1,8,7,6,8,10,6,8,0
696,2,3,3,2,1,6,7,5,5,9,7,10,2,8,4,10,0
697,6,8,8,6,5,4,9,4,9,11,10,9,2,9,4,5,0
698,6,8,7,10,6,8,7,7,4,8,7,10,3,8,6,8,0
699,3,8,4,6,2,5,11,8,4,7,4,9,3,7,6,11,0
700,2,3,2,2,2,5,7,4,7,6,6,10,3,8,4,10,0
701,4,5,6,6,6,9,9,6,4,7,7,7,5,11,6,4,0
702,4,5,6,6,6,6,9,4,2,8,7,6,6,10,4,6,0
703,6,9,6,4,3,7,3,5,2,6,5,4,4,8,5,7,0
704,4,7,6,5,6,7,7,6,2,7,6,11,4,9,7,9,0
705,7,9,8,7,7,6,7,5,5,7,6,9,5,9,7,10,0
706,7,15,7,8,5,9,3,3,4,12,6,11,3,8,6,9,0
707,1,2,2,3,1,10,6,2,6,12,4,9,0,7,1,7,0
708,3,10,5,8,2,8,10,1,3,6,12,8,1,11,0,8,0
709,6,11,8,8,8,8,8,6,6,9,5,4,6,9,5,10,0
710,6,10,9,8,8,8,7,2,4,9,7,8,8,6,2,8,0
711,2,1,2,2,1,8,6,6,6,6,5,10,1,7,5,10,0
712,4,9,5,6,4,6,9,8,5,3,7,12,4,8,5,6,0
713,0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8,0
714,4,11,5,8,3,8,6,0,7,13,6,9,1,7,3,8,0
715,6,11,6,8,5,6,6,9,7,6,6,7,2,8,10,10,0
716,1,2,2,3,2,7,7,5,2,8,8,9,2,9,4,9,0
717,2,7,3,5,1,13,2,9,4,14,4,12,1,6,0,8,0
718,4,11,5,8,4,6,7,9,7,7,6,7,2,8,9,10,0
719,3,5,5,5,4,9,8,3,4,6,8,7,4,10,4,5,1
720,3,4,5,2,2,8,8,2,7,10,6,7,1,8,5,7,0
721,4,4,4,6,2,8,5,14,5,6,13,8,3,9,0,8,0
722,2,3,4,2,2,7,7,2,7,11,7,9,2,8,4,8,0
723,3,8,3,6,3,6,10,7,4,6,3,10,2,6,5,11,0
724,3,6,3,4,1,1,0,6,6,0,1,5,0,8,0,8,0
725,3,7,4,5,2,7,7,14,2,5,6,8,5,8,0,8,0
726,6,9,9,8,10,7,8,5,5,7,7,8,7,9,9,6,0
727,6,9,8,6,9,7,6,3,5,6,6,9,8,6,7,7,0
728,5,8,6,7,7,6,8,2,5,7,6,9,4,7,8,7,0
729,6,9,5,4,2,5,11,5,3,13,5,4,4,9,3,8,0
730,1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8,0
731,8,14,7,8,5,8,6,4,3,9,6,8,4,9,8,8,0
732,3,10,6,8,4,12,2,3,3,10,2,9,2,6,4,8,1
733,4,4,6,3,3,8,6,1,7,10,4,9,4,7,4,9,0
734,5,10,7,8,7,8,6,7,7,6,7,6,2,8,8,11,0
735,3,8,5,6,3,5,9,1,6,8,12,10,1,11,2,8,0
736,2,4,4,3,2,5,10,3,3,10,8,8,5,8,1,7,0
737,2,4,4,6,1,5,10,3,2,8,13,8,2,11,0,8,0
738,9,12,6,7,3,8,7,6,5,9,4,7,5,9,5,9,0
739,6,11,9,9,7,6,8,2,8,10,7,9,3,8,5,7,0
740,6,10,6,8,4,3,9,5,6,11,11,9,3,9,1,7,0
741,7,8,8,6,3,4,8,5,8,10,10,9,3,9,2,6,0
742,3,5,6,4,3,9,7,1,9,10,4,7,2,8,3,8,0
743,1,0,1,0,0,6,7,7,5,7,6,6,2,8,3,8,0
744,2,1,3,2,2,8,7,7,7,7,7,4,2,8,3,6,0
745,4,5,6,4,3,7,7,2,8,11,5,7,1,8,5,8,0
746,4,5,7,4,4,5,7,2,8,10,9,10,3,8,4,6,0
747,2,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8,0
748,4,5,5,5,5,7,8,4,5,7,5,7,4,9,8,7,0
749,1,1,3,2,1,6,2,2,1,6,2,7,1,6,2,6,1
750,3,6,5,4,5,6,7,3,3,7,6,9,5,9,7,5,0
751,3,2,4,3,3,6,9,4,4,9,7,4,1,10,4,7,0
752,2,7,4,5,2,8,10,1,6,5,11,8,1,11,1,8,0
753,4,9,6,7,3,9,11,2,4,4,11,8,2,10,1,8,0
754,5,11,6,8,4,7,7,12,2,7,9,8,9,6,0,8,0
755,4,9,6,6,5,6,6,3,7,6,6,9,3,8,5,10,0
756,4,8,7,6,7,10,6,1,5,9,6,6,5,10,4,6,0
757,7,10,7,6,4,9,6,2,7,11,4,7,4,9,4,9,0
758,4,9,6,6,7,7,7,6,6,7,6,9,3,8,3,8,0
759,4,9,5,7,1,0,0,6,6,0,1,5,0,8,0,8,0
760,6,9,8,6,7,11,6,3,6,10,3,7,3,7,3,10,0
761,5,11,7,8,8,10,7,4,4,8,4,5,4,7,6,5,0
762,2,3,3,2,2,6,7,5,5,7,6,7,2,7,4,9,0
763,1,1,2,1,1,7,7,5,5,6,6,10,2,9,3,9,0
764,5,9,8,6,7,4,10,1,4,10,7,6,7,10,3,4,0
765,6,9,6,4,3,12,2,4,5,12,2,9,4,7,2,10,0
766,9,13,9,7,4,4,9,3,7,10,9,11,5,7,3,6,0
767,3,9,5,6,3,5,4,2,8,6,1,10,0,6,3,7,0
768,5,4,5,6,3,5,9,10,5,8,5,5,2,10,4,8,0
769,2,3,3,2,1,8,2,2,1,6,2,8,2,7,2,7,1
